PhraseId,SentenceId,Phrase
131292,7075,'s equally hard to imagine anybody being able to tear their eyes away from the screen once it 's started
127504,6859,"sucks , but"
37756,1796,Laurence
53854,2673,"much about the film , including some of its casting ,"
128908,6933,is less the cheap thriller you 'd expect than it is a fairly revealing study of its two main characters -- damaged-goods people whose orbits will inevitably and dangerously collide .
25491,1166,Betty
105414,5567,-LRB- P -RRB-
36440,1724,and audacious moments
38945,1857,Singles Ward
37425,1777,the retro gang melodrama
56132,2811,since 1995 's Forget Paris
100834,5296,than some other recent efforts
67404,3421,to like
93256,4862,more than adequately fills the eyes
122045,6541,swear you are wet in some places and feel sand creeping in others
91429,4756,whirling fight sequences
151872,8287,its treatment
36858,1746,"A taut ,"
98831,5183,just two
137609,7444,all that matters
41261,1979,generally light enough
53742,2668,focuses on human interaction rather than battle and action sequences
4720,180,An awkwardly contrived exercise in magic realism
74056,3789,And a very rainy day .
120062,6421,what the filmmakers clearly believe
71270,3636,Exploring value choices is a worthwhile topic for a film -- but here the choices are as contrived and artificial as Kerrigan 's platinum-blonde hair .
86145,4459,"is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films"
1914,70,fears and foibles
60171,3035,sparks
13518,581,miscellaneous
49618,2431,cute and
11951,512,Todd Solondz takes aim on political correctness and suburban families .
108317,5732,with just as much intelligence
82680,4269,of the stories work and the ones that do
141032,7649,"is that the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist Alice ."
85112,4402,which is especially unfortunate in light of the fine work done by most of the rest of her cast
76798,3949,"create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment"
70901,3614,Bad News Bears
19718,869,notion
125397,6738,show that hinges on the subgenre 's most enabling victim ... and an ebullient affection for industrial-model meat freezers .
23858,1084,heaped
53578,2657,deserves an Oscar nomination .
97976,5132,"boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape"
109486,5799,about Narc
67796,3443,tries the viewer 's patience with slow pacing and a main character who sometimes defies sympathy
34857,1640,"it remains brightly optimistic , coming through in the end"
63881,3232,even more suggestive
18879,828,tapping
29469,1365,` It 's like having an old friend for dinner ' .
37614,1787,it wants to be when it grows up
141505,7677,been inspired by Blair Witch
112199,5957,"The metaphors are provocative , but too often , the viewer is left puzzled by the mechanics of the delivery"
143369,7781,some heart
40800,1955,two last-place basketball
3409,127,to champion his ultimately losing cause
111529,5918,The only pain
46456,2258,three or four more endings
111465,5913,"his latest effort , Storytelling"
59986,3027,this year is a franchise sequel starring Wesley Snipes
36606,1733,shackles
93650,4883,moronic stunts
22399,1010,wrapping the theater in a cold blanket of urban desperation
137398,7433,"speculation , conspiracy theories"
39631,1891,"is , by itself , deserving of discussion"
49788,2441,watercolor
68087,3455,", inconsistent , dishonest"
26729,1226,hitting the audience over the head with a moral
87895,4565,"Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving"
105706,5580,looking for a tale of Brits
102505,5396,"Graphic sex may be what 's attracting audiences to Unfaithful , but"
48236,2354,miss it
90503,4710,creative mettle
55099,2747,", featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted ."
102312,5384,is disappointingly generic .
32831,1538,elevate `` Glory '' above most of its ilk
58657,2957,"With its jerky hand-held camera and documentary feel , Bloody Sunday is a sobering recount of a very bleak day in Derry ."
131451,7082,refreshingly low-key
110366,5845,to behold in its sparkling beauty
132482,7144,the dialogue and drama
71572,3651,have you believe
98541,5165,concept vehicle
137102,7416,"One thing 's for sure -- if George Romero had directed this movie , it would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head ."
40733,1952,Calvin Jr. 's Barbershop represents some sort of beacon of hope in the middle of Chicago 's South Side
49118,2399,for Hollywood horror
121893,6532,of the road
115382,6148,entertainments to emerge from the French film industry in years
131388,7079,"that Kate is n't very bright , but that she has n't been worth caring about and that maybe she , Janine and Molly -- an all-woman dysfunctional family -- deserve one another"
56157,2813,backdrop
33214,1556,the finish line
49893,2448,the end result
51897,2559,the music itself
95772,5003,It 's no lie -- Big Fat Liar is a real charmer
138732,7518,"Filled with Alexandre Desplat 's haunting and sublime music , the movie completely transfixes the audience ."
88435,4596,I also believe that Resident Evil is not it .
7373,301,"To the filmmakers , Ivan is a prince of a fellow"
127884,6879,Halloween 's
123803,6647,do n't think this movie loves women at all .
134290,7245,each film
115880,6176,for this genre
114702,6104,There are some movies that hit you from the first scene and you know it 's going to be a trip .
36075,1701,fearlessness
12360,528,just letting the mountain tell you what to do
90069,4688,Despite its raucous intent
118140,6311,it 's so inane that it gave me plenty of time to ponder my Thanksgiving to-do list
95198,4966,"A directorial tour de force by Bernard Rose , ivans xtc ."
21516,963,and director Julie Taymor
149952,8167,"from charismatic rising star Jake Gyllenhaal but also from accomplished Oscar winners Susan Sarandon , Dustin Hoffman and Holly Hunter , yet newcomer Ellen Pompeo pulls off the feat with aplomb"
50991,2510,of the great crimes
117469,6269,It 's kind of sad that so many people put so much time and energy into this turkey .
139512,7568,big enough
58523,2948,a cushion
50017,2455,make an important film
91593,4766,"myriad signs , if"
92507,4818,Kong action film
148098,8060,after the phoniness of female-bonding pictures like Divine Secrets of the Ya-Ya Sisterhood
142723,7746,might want to think twice before booking passage
93960,4903,this movie tries to get the audience to buy just
31931,1494,attempt to get at something
109492,5799,a rock-solid little genre picture
93503,4875,be upstaged by an avalanche of more appealing holiday-season product
101177,5317,Clarke-Williams 's
88992,4624,feel the screenwriter at every moment
67870,3446,its apparent glee
155688,8520,have n't encountered since at least Pete 's Dragon
59199,2987,Bella
145794,7925,starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points .
133921,7226,a screenful
47329,2307,a necessary one
137069,7414,a brainy prep-school kid
88982,4624,"feel the screenwriter at every moment ` Tap , tap , tap , tap , tapping away ' on this screenplay"
155559,8514,Every conceivable mistake
29249,1354,is -- to its own detriment -- much more a cinematic collage
88001,4572,compositions
92020,4788,that Hollywood appears to have given up on in favor of sentimental war movies in the vein of ` We Were Soldiers
33351,1562,a sleeper success
132109,7123,"to include every top-notch British actor who did not appear in Gosford Park -LRB- as well as one , Ms. Mirren , who did -RRB-"
31627,1482,it does somehow manage to get you under its spell .
142266,7718,only because it accepts nasty behavior and severe flaws as part of the human condition
128780,6926,flattering
97111,5077,"They 're just a couple of cops in Copmovieland , these two"
149220,8120,"are the whole show here , with their memorable and resourceful performances"
120380,6436,result in a movie that works against itself
53603,2660,"slightly sunbaked and summery mind , Sex and"
93349,4868,peppered
20446,913,"Opening with some contrived banter , cliches and some loose ends , the screenplay only comes into its own in the second half ."
152883,8344,unhappiness
3956,149,horror and hellish conditions
97150,5079,another teen movie
14439,622,viewed and
88047,4573,"long ,"
72669,3712,about Girls
53667,2664,"a surfeit of weighty revelations , flowery dialogue , and nostalgia for the past and roads not taken"
30630,1424,the wasted potential of this slapstick comedy
108987,5769,expiration date
10676,452,of a fanciful motion picture
97311,5088,"a wonderful , sobering , heart-felt drama"
56945,2865,that strokes the eyeballs while it evaporates like so much crypt mist in the brain
131722,7101,that this Mean Machine was a decent TV outing that just does n't have big screen magic
13951,601,Limps along
100133,5254,In the not-too-distant future
143286,7777,cinematic tone poem
64624,3270,moral conflict jockey
9204,384,few real laughs
48739,2380,are often more predictable than their consequences
88958,4622,Christian spook-a-rama
148953,8104,90 minutes trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed
34789,1636,sophistication
153291,8372,automatic gunfire
121839,6529,"If the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish ."
42861,2071,"Executed with such gentle but insistent sincerity , with such good humor"
72421,3701,in entertaining
20370,910,outstanding thrillers
84457,4368,anatomical humor
98890,5187,gaping enough to pilot an entire Olympic swim team through
147219,8010,at his most critically insightful
41394,1990,"I liked About Schmidt a lot , but I have a feeling that I would have liked it much more if Harry & Tonto never existed"
